col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15
0,2,24.75,0.54,4,1,7,2,1,0,0,0,1,1,120,1
0,2,41.17,1.25,3,2,10,2,0.25,0,0,0,0,1,0,195
0,1,33.08,1.625,4,1,2,2,0.54,0,0,0,1,1,0,0
0,2,29.83,2.04,3,2,11,3,0.04,0,0,0,0,1,128,1
0,1,23.58,0.585,3,2,0,0,0.125,0,0,0,0,1,120,87
0,2,26.17,12.5,3,2,6,3,1.25,0,0,0,1,1,0,17
0,2,31,2.085,4,1,1,2,0.085,0,0,0,0,1,300,0
0,2,20.75,5.085,3,2,5,2,0.29,0,0,0,0,1,140,184
0,2,28.92,0.375,4,1,1,2,0.29,0,0,0,0,1,220,140
0,1,51.92,6.5,4,1,4,4,3.085,0,0,0,1,1,73,0
0,1,22.67,0.335,4,1,9,2,0.75,0,0,0,0,3,160,0
0,2,34,5.085,3,2,4,4,1.085,0,0,0,1,1,480,0
0,1,69.5,6,4,1,0,0,0,0,0,0,0,3,0,0
0,1,19.58,0.665,3,2,1,2,1,0,1,1,0,1,2000,2
0,2,16,3.125,4,1,10,2,0.085,0,1,1,0,1,0,6
0,2,17.08,0.25,4,1,9,2,0.335,0,1,4,0,1,160,8
0,2,31.25,2.835,4,1,0,0,0,0,1,5,0,1,176,146
0,2,25.17,3,4,1,1,2,1.25,0,1,1,0,1,0,22
0,1,22.67,0.79,4,1,4,2,0.085,0,0,0,0,1,144,0
0,2,40.58,1.5,4,1,4,4,0,0,0,0,0,3,300,0
0,2,22.25,0.46,4,1,6,2,0.125,0,0,0,1,1,280,55
0,1,22.25,1.25,3,2,0,0,3.25,0,0,0,0,1,280,0
0,2,22.5,0.125,3,2,6,2,0.125,0,0,0,0,1,200,70
0,2,23.58,1.79,4,1,1,2,0.54,0,0,0,1,1,136,1
0,2,38.42,0.705,4,1,1,2,0.375,0,1,2,0,1,225,500
0,1,26.58,2.54,3,2,0,0,0,0,0,0,1,1,180,60
0,2,35,2.5,4,1,4,2,1,0,0,0,1,1,210,0
0,2,20.42,1.085,4,1,9,2,1.5,0,0,0,0,1,108,7
0,2,29.42,1.25,4,1,10,2,1.75,0,0,0,0,1,200,0
0,2,26.17,0.835,4,1,3,2,1.165,0,0,0,0,1,100,0
0,2,33.67,2.165,4,1,1,2,1.5,0,0,0,0,2,120,0
0,2,24.58,1.25,4,1,1,2,0.25,0,0,0,0,1,110,0
0,1,27.67,2.04,4,1,10,2,0.25,0,0,0,1,1,180,50
0,2,37.5,0.835,4,1,12,2,0.04,0,0,0,0,1,120,5
0,2,49.17,2.29,4,1,0,0,0.29,0,0,0,0,1,200,3
0,2,33.58,0.335,3,2,3,2,0.085,0,0,0,0,1,180,0
0,2,51.83,3,3,2,0,0,1.5,0,0,0,0,1,180,4
0,2,22.92,3.165,3,2,1,2,0.165,0,0,0,0,1,160,1058
0,2,21.83,1.54,4,1,6,2,0.085,0,0,0,1,1,356,0
0,2,25.25,1,4,1,13,2,0.5,0,0,0,0,1,200,0
0,2,58.58,2.71,4,1,1,2,2.415,0,0,0,1,1,320,0
0,2,19,0,3,2,0,0,0,0,1,4,0,1,45,1
0,2,19.58,0.585,4,1,0,0,0,0,1,3,0,1,350,769
0,1,53.33,0.165,4,1,0,0,0,0,0,0,1,3,62,27
0,1,27.17,1.25,4,1,0,0,0,0,1,1,0,1,92,300
0,2,25.92,0.875,4,1,6,2,0.375,0,1,2,1,1,174,3
0,2,23.08,0,4,1,6,2,1,0,1,11,0,3,0,0
0,2,39.58,5,4,1,0,0,0,0,1,2,0,1,17,1
0,2,30.58,2.71,3,2,7,2,0.125,0,0,0,1,3,80,0
0,2,17.25,3,4,1,6,2,0.04,0,0,0,1,1,160,40
0,1,17.67,0,3,2,5,0,0,0,0,0,0,1,86,0
0,2,16.5,0.125,4,1,1,2,0.165,0,0,0,0,1,132,0
0,1,27.33,1.665,4,1,0,0,0,0,0,0,0,1,340,1
0,2,31.25,1.125,4,1,0,0,0,0,1,1,0,1,96,19
0,2,20,7,4,1,1,2,0.5,0,0,0,0,1,0,0
0,2,39.5,1.625,4,1,1,2,1.5,0,0,0,0,1,0,316
0,2,36.5,4.25,4,1,9,2,3.5,0,0,0,0,1,454,50
0,2,52.42,1.5,4,1,2,2,3.75,0,0,0,1,1,0,350
0,2,36.17,18.125,4,1,10,2,0.085,0,0,0,0,1,320,3552
0,2,29.67,0.75,3,2,1,2,0.04,0,0,0,0,1,240,0
0,2,36.17,5.5,4,1,4,4,5,0,0,0,0,1,210,687
0,2,25.67,0.29,3,2,1,2,1.5,0,0,0,1,1,160,0
0,1,24.5,2.415,3,2,1,2,0,0,0,0,0,1,120,0
0,2,24.08,0.875,4,1,7,2,0.085,0,1,4,0,1,254,1950
0,2,21.92,0.5,4,1,1,2,0.125,0,0,0,0,1,360,0
0,1,36.58,0.29,4,1,0,0,0,0,1,10,0,1,200,18
0,1,23,1.835,4,1,5,5,0,0,1,1,0,1,200,53
0,1,27.58,3,4,1,7,2,2.79,0,1,1,1,1,280,10
0,2,31.08,3.085,4,1,1,2,2.5,0,1,2,1,1,160,41
0,1,30.42,1.375,4,1,10,3,0.04,0,1,3,0,1,0,33
0,2,22.08,2.335,4,1,6,2,0.75,0,0,0,0,1,180,0
0,2,16.33,4.085,4,1,4,3,0.415,0,0,0,1,1,120,0
0,1,21.92,11.665,4,1,6,3,0.085,0,0,0,0,1,320,5
0,2,21.08,4.125,3,2,4,3,0.04,0,0,0,0,1,140,100
0,2,17.42,6.5,4,1,4,2,0.125,0,0,0,0,1,60,100
0,2,19.17,4,3,2,4,2,1,0,0,0,1,1,360,1000
0,2,20.67,0.415,4,1,1,2,0.125,0,0,0,0,1,0,44
0,2,26.75,2,4,1,2,2,0.75,0,0,0,1,1,80,0
0,2,23.58,0.835,4,1,4,3,0.085,0,0,0,1,1,220,5
0,2,39.17,2.5,3,2,4,3,10,0,0,0,1,3,200,0
0,2,22.75,11.5,4,1,4,2,0.415,0,0,0,0,1,0,0
0,1,16.92,0.5,4,1,4,2,0.165,0,1,6,1,1,240,35
0,2,23.5,3.165,3,2,6,2,0.415,0,1,1,1,1,280,80
0,1,17.33,9.5,4,1,13,2,1.75,0,1,10,1,1,0,10
0,2,23.75,0.415,3,2,1,2,0.04,0,1,2,0,1,128,6
0,2,34.67,1.08,4,1,7,2,1.165,0,0,0,0,3,28,0
0,2,74.83,19,3,2,0,0,0.04,0,1,2,0,1,0,351
0,2,28.17,0.125,3,2,6,2,0.085,0,0,0,0,1,216,2100
0,2,24.5,13.335,3,2,13,2,0.04,0,0,0,1,1,120,475
0,2,18.83,3.54,3,2,0,0,0,0,0,0,1,1,180,1
1,1,47.25,0.75,4,1,9,3,2.75,1,1,1,0,1,333,892
1,2,24.17,0.875,4,1,9,2,4.625,1,1,2,1,1,520,2000
1,2,39.25,9.5,4,1,7,2,6.5,1,1,14,0,1,240,4607
1,1,20.5,11.835,4,1,1,3,6,1,0,0,0,1,340,0
1,1,18.83,4.415,3,2,1,3,3,1,0,0,0,1,240,0
1,2,19.17,9.5,4,1,10,2,1.5,1,0,0,0,1,120,2206
1,1,25,0.875,4,1,11,3,1.04,1,0,0,1,1,160,5860
1,2,20.17,9.25,4,1,1,2,1.665,1,1,3,1,1,40,28
1,2,25.75,0.5,4,1,1,2,1.46,1,1,5,1,1,312,0
1,2,20.42,7,4,1,1,2,1.625,1,1,3,0,1,200,1391
1,2,39,5,4,1,3,2,3.5,1,1,10,1,1,0,0
1,1,64.08,0.165,4,1,0,0,0,1,1,1,0,1,232,100
1,2,28.25,5.125,4,1,11,2,4.75,1,1,2,0,1,420,7
1,1,28.75,3.75,4,1,1,2,1.085,1,1,1,1,1,371,0
1,2,31.33,19.5,4,1,1,2,7,1,1,16,0,1,0,5000
1,1,18.92,9,4,1,13,2,0.75,1,1,2,0,1,88,591
1,1,24.75,3,4,1,9,3,1.835,1,1,19,0,1,0,500
1,1,30.67,12,4,1,1,2,2,1,1,1,0,1,220,19
1,2,21,4.79,3,2,10,2,2.25,1,1,1,1,1,80,300
1,2,13.75,4,3,2,10,2,1.75,1,1,2,1,1,120,1000
1,1,46,4,4,1,5,5,0,1,0,0,0,1,100,960
1,1,44.33,0,4,1,1,2,2.5,1,0,0,0,1,0,0
1,2,20.25,9.96,4,1,12,8,0,1,0,0,0,1,0,0
1,2,22.67,2.54,3,2,1,3,2.585,1,0,0,0,1,0,0
1,1,60.92,5,4,1,13,2,4,1,1,4,0,1,0,99
1,2,16.08,0.75,4,1,1,2,1.75,1,1,5,1,1,352,690
1,1,28.17,0.375,4,1,9,2,0.585,1,1,4,0,1,80,0
1,2,39.17,1.71,4,1,11,2,0.125,1,1,5,1,1,480,0
1,1,30,5.29,4,1,12,8,2.25,1,1,5,1,1,99,500
1,2,22.83,3,4,1,7,2,1.29,1,1,1,0,1,260,800
0,1,22.5,8.5,4,1,9,2,1.75,1,1,10,0,1,80,990
0,1,28.58,1.665,4,1,9,2,2.415,1,0,0,1,1,440,0
0,2,45.17,1.5,4,1,1,2,2.5,1,0,0,1,1,140,0
0,2,41.58,1.75,4,1,6,2,0.21,1,0,0,0,1,160,0
0,1,57.08,0.335,4,1,4,4,1,1,0,0,1,1,252,2197
0,1,55.75,7.08,4,1,6,3,6.75,1,1,3,1,1,100,50
0,2,43.25,25.21,4,1,9,3,0.21,1,1,1,0,1,760,90
0,1,25.33,2.085,4,1,1,3,2.75,1,0,0,1,1,360,1
0,1,24.58,0.67,4,1,13,3,1.75,1,0,0,0,1,400,0
0,2,43.17,2.25,4,1,4,4,0.75,1,0,0,0,1,560,0
0,2,40.92,0.835,4,1,0,0,0,1,0,0,0,1,130,1
0,2,31.83,2.5,4,1,13,2,7.5,1,0,0,1,1,523,0
0,1,33.92,1.585,3,2,0,0,0,1,0,0,0,1,320,0
0,1,24.92,1.25,4,1,0,0,0,1,0,0,0,1,80,0
0,2,35.25,3.165,4,1,11,3,3.75,1,0,0,1,1,680,0
0,2,34.25,1.75,4,1,10,4,0.25,1,0,0,1,1,163,0
0,2,19.42,1.5,3,2,3,2,2,1,0,0,1,1,100,20
0,2,42.75,3,4,1,4,4,1,1,0,0,0,1,0,200
0,2,19.67,10,3,2,6,3,0.835,1,0,0,1,1,140,0
0,2,36.33,3.79,4,1,10,2,1.165,1,0,0,1,1,200,0
0,2,30.08,1.04,3,2,4,4,0.5,1,1,10,1,1,132,28
0,2,44.25,11,3,2,2,2,1.5,1,0,0,0,3,0,0
0,2,23.58,0.46,3,2,10,2,2.625,1,1,6,1,1,208,347
1,2,23.92,1.5,4,1,2,3,1.875,1,1,6,0,1,200,327
1,2,33.17,1,4,1,11,2,0.75,1,1,7,1,1,340,4071
1,2,48.33,12,4,1,7,2,16,1,0,0,0,3,110,0
1,2,76.75,22.29,4,1,12,7,12.75,1,1,1,1,1,0,109
1,2,51.33,10,4,1,4,4,0,1,1,11,0,1,0,1249
1,2,34.75,15,4,1,8,6,5.375,1,1,9,1,1,0,134
1,2,38.58,3.335,4,1,10,2,4,1,1,14,0,1,383,1344
1,1,22.42,11.25,3,2,11,3,0.75,1,1,4,0,1,0,321
1,2,41.92,0.42,4,1,1,3,0.21,1,1,6,0,1,220,948
1,2,29.58,4.5,4,1,10,2,7.5,1,1,2,1,1,330,0
1,1,32.17,1.46,4,1,10,2,1.085,1,1,16,0,1,120,2079
1,2,51.42,0.04,4,1,11,3,0.04,1,0,0,0,1,0,3000
1,1,22.83,2.29,4,1,9,3,2.29,1,1,7,1,1,140,2384
1,1,25,12.33,4,1,3,3,3.5,1,1,6,0,1,400,458
1,2,26.75,1.125,4,1,11,3,1.25,1,0,0,0,1,0,5298
1,2,23.33,1.5,4,1,1,3,1.415,1,0,0,0,1,422,200
1,2,24.42,12.335,4,1,9,3,1.585,1,0,0,1,1,120,0
1,2,42.17,5.04,4,1,9,3,12.75,1,0,0,1,1,92,0
1,1,20.83,3,4,1,13,2,0.04,1,0,0,0,1,100,0
1,2,23.08,11.5,4,1,10,3,2.125,1,1,11,1,1,290,284
1,1,25.17,2.875,4,1,11,3,0.875,1,0,0,0,1,360,0
1,2,43.08,0.375,3,2,1,2,0.375,1,1,8,1,1,300,162
1,1,35.75,0.915,4,1,13,2,0.75,1,1,4,0,1,0,1583
1,2,59.5,2.75,4,1,10,2,1.75,1,1,5,1,1,60,58
1,2,21,3,3,2,2,2,1.085,1,1,8,1,1,160,1
1,2,21.92,0.54,3,2,11,2,0.04,1,1,1,1,1,840,59
1,1,65.17,14,4,1,0,0,0,1,1,11,1,1,0,1400
1,1,20.33,10,4,1,1,3,1,1,1,4,0,1,50,1465
1,2,32.25,0.165,3,2,1,3,3.25,1,1,1,1,1,432,8000
1,2,30.17,0.5,4,1,1,2,1.75,1,1,11,0,1,32,540
1,2,25.17,6,4,1,1,2,1,1,1,3,0,1,0,0
1,2,39.17,1.625,4,1,1,2,1.5,1,1,10,0,1,186,4700
1,2,39.08,6,4,1,7,2,1.29,1,1,5,1,1,108,1097
1,2,31.67,0.83,4,1,11,2,1.335,1,1,8,1,1,303,3290
1,2,41,0.04,4,1,12,2,0.04,0,1,1,0,3,560,0
1,2,48.5,4.25,4,1,7,2,0.125,1,0,0,1,1,225,0
1,2,32.67,9,3,2,10,3,5.25,1,0,0,1,1,154,0
1,1,28.08,15,3,2,12,7,0,1,0,0,0,1,0,13212
1,2,73.42,17.75,4,1,0,0,0,1,0,0,1,1,0,0
1,2,64.08,20,4,1,11,3,17.5,1,1,9,1,1,0,1000
1,2,51.58,15,4,1,1,2,8.5,1,1,9,0,1,0,0
1,2,26.67,1.75,3,2,1,2,1,1,1,5,1,1,160,5777
1,2,25.33,0.58,4,1,1,2,0.29,1,1,7,1,1,96,5124
1,2,30.17,6.5,4,1,3,2,3.125,1,1,8,0,1,330,1200
1,2,27,0.75,4,1,1,3,4.25,1,1,3,1,1,312,150
1,2,34.17,5.25,4,1,10,2,0.085,0,0,0,1,1,290,6
1,2,38.67,0.21,4,1,6,2,0.085,1,0,0,1,1,280,0
1,2,25.75,0.75,4,1,1,4,0.25,1,0,0,0,1,349,23
1,1,46.08,3,4,1,1,2,2.375,1,1,8,1,1,396,4159
1,1,21.5,6,4,1,13,2,2.5,1,1,3,0,1,80,918
1,2,20.5,2.415,4,1,1,2,2,1,1,11,1,1,200,3000
1,1,29.5,0.46,4,1,6,2,0.54,1,1,4,0,1,380,500
0,2,29.83,1.25,3,2,6,2,0.25,0,0,0,0,1,224,0
0,2,20.08,0.25,4,1,9,2,0.125,0,0,0,0,1,200,0
0,2,23.42,0.585,4,1,1,3,0.085,1,0,0,0,1,180,0
0,1,29.58,1.75,3,2,6,2,1.25,0,0,0,1,1,280,0
1,2,16.17,0.04,4,1,1,2,0.04,0,0,0,0,1,0,0
0,2,32.33,3.5,4,1,6,2,0.5,0,0,0,1,1,232,0
0,2,47.83,4.165,4,1,11,4,0.085,0,0,0,1,1,520,0
0,2,20,1.25,3,2,6,2,0.125,0,0,0,0,1,140,4
0,2,27.58,3.25,3,2,9,3,5.085,0,1,2,1,1,369,1
0,2,22,0.79,4,1,10,2,0.29,0,1,1,0,1,420,283
0,2,19.33,10.915,4,1,1,4,0.585,0,1,2,1,1,200,7
0,1,38.33,4.415,4,1,1,2,0.125,0,0,0,0,1,160,0
0,2,29.42,1.25,4,1,1,3,0.25,0,1,2,1,1,400,108
0,2,22.67,0.75,4,1,4,2,1.585,0,1,1,1,1,400,9
0,2,32.25,14,3,2,0,0,0,0,1,2,0,1,160,1
0,2,29.58,4.75,4,1,7,2,2,0,1,1,1,1,460,68
0,2,18.42,10.415,3,2,13,2,0.125,1,0,0,0,1,120,375
0,2,22.17,2.25,4,1,4,2,0.125,0,0,0,0,1,160,10
1,2,22.67,0.165,4,1,1,5,2.25,0,0,0,1,3,0,0
0,2,18.83,0,4,1,9,2,0.665,0,0,0,0,1,160,1
0,2,21.58,0.79,3,2,3,2,0.665,0,0,0,0,1,160,0
0,2,23.75,12,4,1,1,2,2.085,0,0,0,0,3,80,0
0,2,36.08,2.54,4,1,0,0,0,0,0,0,0,1,0,1000
0,2,29.25,13,4,1,2,3,0.5,0,0,0,0,1,228,0
0,1,19.58,0.665,4,1,10,2,1.665,0,0,0,0,1,220,5
0,1,22.92,1.25,4,1,9,2,0.25,0,0,0,1,1,120,809
0,1,27.25,0.29,4,1,7,3,0.125,0,1,1,1,1,272,108
0,1,38.75,1.5,4,1,0,0,0,0,0,0,0,1,76,0
0,2,32.42,2.165,3,2,6,0,0,0,0,0,0,1,120,0
0,1,23.75,0.71,4,1,10,2,0.25,0,1,1,1,1,240,4
0,2,18.17,2.46,4,1,1,6,0.96,0,1,2,1,1,160,587
0,2,40.92,0.5,3,2,7,2,0.5,0,0,0,1,1,130,0
0,2,19.5,9.585,4,1,13,2,0.79,0,0,0,0,1,80,350
0,2,28.58,3.625,4,1,13,2,0.25,0,0,0,1,1,100,0
0,2,35.58,0.75,4,1,6,2,1.5,0,0,0,1,1,231,0
0,2,34.17,2.75,4,1,4,4,2.5,0,0,0,1,1,232,200
0,2,31.58,0.75,3,2,13,2,3.5,0,0,0,1,1,320,0
0,1,52.5,7,4,1,13,3,3,0,0,0,0,1,0,0
0,2,36.17,0.42,3,2,10,2,0.29,0,0,0,1,1,309,2
0,2,37.33,2.665,4,1,3,2,0.165,0,0,0,1,1,0,501
0,1,20.83,8.5,4,1,1,2,0.165,0,0,0,0,1,0,351
0,2,24.08,9,4,1,13,2,0.25,0,0,0,1,1,0,0
0,2,25.58,0.335,4,1,6,3,3.5,0,0,0,1,1,340,0
0,1,35.17,3.75,4,1,0,0,0,0,1,6,0,1,0,200
0,2,48.08,3.75,4,1,4,4,1,0,0,0,0,1,100,2
0,1,15.83,7.625,4,1,9,2,0.125,0,1,1,1,1,0,160
0,1,22.5,0.415,4,1,4,2,0.335,0,0,0,1,3,144,0
0,2,21.5,11.5,4,1,4,2,0.5,1,0,0,1,1,100,68
0,1,23.58,0.83,4,1,9,2,0.415,0,1,1,1,1,200,11
0,1,21.08,5,3,2,0,0,0,0,0,0,0,1,0,0
0,2,25.67,3.25,4,1,1,3,2.29,0,1,1,1,1,416,21
0,1,38.92,1.665,4,1,13,2,0.25,0,0,0,0,1,0,390
0,1,15.75,0.375,4,1,1,2,1,0,0,0,0,1,120,18
0,1,28.58,3.75,4,1,1,2,0.25,0,1,1,1,1,40,154
0,2,22.25,9,4,1,13,2,0.085,0,0,0,0,1,0,0
0,2,29.83,3.5,4,1,1,2,0.165,0,0,0,0,1,216,0
0,1,23.5,1.5,4,1,10,2,0.875,0,0,0,1,1,160,0
0,2,32.08,4,3,2,3,2,1.5,0,0,0,1,1,120,0
0,2,31.08,1.5,3,2,10,2,0.04,0,0,0,0,3,160,0
0,2,31.83,0.04,3,2,7,2,0.04,0,0,0,0,1,0,0
0,1,21.75,11.75,4,1,1,2,0.25,0,0,0,1,1,180,0
0,1,17.92,0.54,4,1,1,2,1.75,0,1,1,1,1,80,5
0,2,30.33,0.5,4,1,2,3,0.085,0,0,0,1,3,252,0
0,2,51.83,2.04,3,2,0,0,1.5,0,0,0,0,1,120,1
0,2,47.17,5.835,4,1,10,2,5.5,0,0,0,0,1,465,150
0,2,25.83,12.835,4,1,3,2,0.5,0,0,0,0,1,0,2
0,1,50.25,0.835,4,1,13,2,0.5,0,0,0,1,1,240,117
0,1,37.33,2.5,4,1,4,3,0.21,0,0,0,0,1,260,246
0,1,41.58,1.04,4,1,13,2,0.665,0,0,0,0,1,240,237
0,1,30.58,10.665,4,1,9,3,0.085,0,1,12,1,1,129,3
0,2,19.42,7.25,4,1,7,2,0.04,0,1,1,0,1,100,1
0,1,17.92,10.21,4,1,0,0,0,0,0,0,0,1,0,50
0,1,20.08,1.25,4,1,1,2,0,0,0,0,0,1,0,0
0,2,19.5,0.29,4,1,6,2,0.29,0,0,0,0,1,280,364
0,2,27.83,1,3,2,2,3,3,0,0,0,0,1,176,537
0,2,17.08,3.29,4,1,4,2,0.335,0,0,0,1,1,140,2
0,2,36.42,0.75,3,2,2,2,0.585,0,0,0,0,1,240,3
0,2,40.58,3.29,4,1,7,2,3.5,0,0,0,1,3,400,0
0,2,21.08,10.085,3,2,12,3,1.25,0,0,0,0,1,260,0
0,1,22.67,0.75,4,1,1,2,2,0,1,2,1,1,200,394
0,1,25.25,13.5,3,2,0,0,2,0,1,1,1,1,200,1
0,2,17.92,0.205,4,1,13,2,0.04,0,0,0,0,1,280,750
0,2,35,3.375,4,1,1,3,8.29,0,0,0,1,1,0,0
